key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2
TARABA_DG1_And_DG2_1693867500,2023-09-04T22:45:00,2023-09-04T22:46:00,1693867500,155.55,68.07,0.0,0.0,6945.13,6543.76,0.0,0.0
TARABA_DG1_And_DG2_1693867560,2023-09-04T22:46:00,2023-09-04T22:47:00,1693867560,155.55,68.07,0.0,0.0,6945.13,6543.77,0.0,-0.010000000000218279
TARABA_DG1_And_DG2_1693867620,2023-09-04T22:47:00,2023-09-04T22:48:00,1693867620,155.55,68.07,0.0,0.0,6945.13,6543.79,0.0,-0.02999999999974534
TARABA_DG1_And_DG2_1693867680,2023-09-04T22:48:00,2023-09-04T22:49:00,1693867680,155.55,68.07,0.0,0.0,6945.13,6543.8,0.0,-0.03999999999996362
TARABA_DG1_And_DG2_1693867740,2023-09-04T22:49:00,2023-09-04T22:50:00,1693867740,155.55,68.07,0.0,0.0,6945.13,6543.82,0.0,-0.05999999999949068
TARABA_DG1_And_DG2_1693867800,2023-09-04T22:50:00,2023-09-04T22:51:00,1693867800,155.55,68.07,0.0,0.0,6945.13,6543.84,0.0,-0.07999999999992724
TARABA_DG1_And_DG2_1693867860,2023-09-04T22:51:00,2023-09-04T22:52:00,1693867860,155.55,68.07,0.0,0.0,6945.13,6543.86,0.0,-0.0999999999994543
TARABA_DG1_And_DG2_1693867920,2023-09-04T22:52:00,2023-09-04T22:53:00,1693867920,155.55,68.07,0.0,0.0,6945.13,6543.87,0.0,-0.10999999999967258
TARABA_DG1_And_DG2_1693867980,2023-09-04T22:53:00,2023-09-04T22:54:00,1693867980,155.55,68.07,0.0,0.0,6945.13,6543.89,0.0,-0.13000000000010914
TARABA_DG1_And_DG2_1693868040,2023-09-04T22:54:00,2023-09-04T22:55:00,1693868040,155.55,68.07,0.0,0.0,6945.13,6543.9,0.0,-0.13999999999941792
TARABA_DG1_And_DG2_1693868100,2023-09-04T22:55:00,2023-09-04T22:56:00,1693868100,155.55,68.07,0.0,0.0,6945.13,6543.92,0.0,-0.15999999999985448
TARABA_DG1_And_DG2_1693868160,2023-09-04T22:56:00,2023-09-04T22:57:00,1693868160,155.55,68.07,0.0,0.0,6945.13,6543.94,0.0,-0.17999999999938154
TARABA_DG1_And_DG2_1693868220,2023-09-04T22:57:00,2023-09-04T22:58:00,1693868220,155.55,68.07,0.0,0.0,6945.13,6543.96,0.0,-0.1999999999998181
TARABA_DG1_And_DG2_1693868280,2023-09-04T22:58:00,2023-09-04T22:59:00,1693868280,155.55,68.07,0.0,0.0,6945.13,6543.97,0.0,-0.21000000000003638
TARABA_DG1_And_DG2_1693868340,2023-09-04T22:59:00,2023-09-04T23:00:00,1693868340,155.55,68.07,0.0,0.0,6945.13,6543.99,0.0,-0.22999999999956344
TARABA_DG1_And_DG2_1693868400,2023-09-04T23:00:00,2023-09-04T23:01:00,1693868400,155.55,68.07,0.0,0.0,6945.13,6544.0,0.0,-0.23999999999978172
TARABA_DG1_And_DG2_1693868460,2023-09-04T23:01:00,2023-09-04T23:02:00,1693868460,155.55,68.07,0.0,0.0,6945.13,6544.02,0.0,-0.2600000000002183
TARABA_DG1_And_DG2_1693868520,2023-09-04T23:02:00,2023-09-04T23:03:00,1693868520,155.55,68.07,0.0,0.0,6945.13,6544.04,0.0,-0.27999999999974534
TARABA_DG1_And_DG2_1693868580,2023-09-04T23:03:00,2023-09-04T23:04:00,1693868580,155.19,68.07,0.36000000000001364,0.0,6945.13,6544.06,0.0,-0.3000000000001819
TARABA_DG1_And_DG2_1693868640,2023-09-04T23:04:00,2023-09-04T23:05:00,1693868640,155.19,68.07,0.0,0.0,6945.13,6544.07,0.0,-0.3099999999994907
TARABA_DG1_And_DG2_1693868700,2023-09-04T23:05:00,2023-09-04T23:06:00,1693868700,155.19,68.07,0.0,0.0,6945.13,6544.09,0.0,-0.32999999999992724
TARABA_DG1_And_DG2_1693868760,2023-09-04T23:06:00,2023-09-04T23:07:00,1693868760,155.19,68.07,0.0,0.0,6945.13,6544.1,0.0,-0.3400000000001455
TARABA_DG1_And_DG2_1693868820,2023-09-04T23:07:00,2023-09-04T23:08:00,1693868820,155.19,68.07,0.0,0.0,6945.13,6544.12,0.0,-0.3599999999996726
TARABA_DG1_And_DG2_1693868880,2023-09-04T23:08:00,2023-09-04T23:09:00,1693868880,154.82,68.07,0.37000000000000455,0.0,6945.13,6544.14,0.0,-0.38000000000010914
TARABA_DG1_And_DG2_1693868940,2023-09-04T23:09:00,2023-09-04T23:10:00,1693868940,154.82,68.07,0.0,0.0,6945.13,6544.16,0.0,-0.3999999999996362
TARABA_DG1_And_DG2_1693869000,2023-09-04T23:10:00,2023-09-04T23:11:00,1693869000,154.46,68.07,0.3599999999999852,0.0,6945.13,6544.17,0.0,-0.4099999999998545
TARABA_DG1_And_DG2_1693869060,2023-09-04T23:11:00,2023-09-04T23:12:00,1693869060,154.1,68.07,0.36000000000001364,0.0,6945.13,6544.19,0.0,-0.42999999999938154
TARABA_DG1_And_DG2_1693869120,2023-09-04T23:12:00,2023-09-04T23:13:00,1693869120,153.74,68.07,0.3599999999999852,0.0,6945.13,6544.2,0.0,-0.4399999999995998
TARABA_DG1_And_DG2_1693869180,2023-09-04T23:13:00,2023-09-04T23:14:00,1693869180,153.74,68.07,0.0,0.0,6945.13,6544.22,0.0,-0.4600000000000364
TARABA_DG1_And_DG2_1693869240,2023-09-04T23:14:00,2023-09-04T23:15:00,1693869240,153.74,68.07,0.0,0.0,6945.13,6544.24,0.0,-0.47999999999956344
