key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2
CALABAR_BASE_TANK_1695163500,2023-09-19T22:45:00,2023-09-19T22:46:00,1695163500,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695163560,2023-09-19T22:46:00,2023-09-19T22:47:00,1695163560,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695163620,2023-09-19T22:47:00,2023-09-19T22:48:00,1695163620,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695163680,2023-09-19T22:48:00,2023-09-19T22:49:00,1695163680,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695163740,2023-09-19T22:49:00,2023-09-19T22:50:00,1695163740,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695163800,2023-09-19T22:50:00,2023-09-19T22:51:00,1695163800,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695163860,2023-09-19T22:51:00,2023-09-19T22:52:00,1695163860,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695163920,2023-09-19T22:52:00,2023-09-19T22:53:00,1695163920,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695163980,2023-09-19T22:53:00,2023-09-19T22:54:00,1695163980,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695164040,2023-09-19T22:54:00,2023-09-19T22:55:00,1695164040,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695164100,2023-09-19T22:55:00,2023-09-19T22:56:00,1695164100,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695164160,2023-09-19T22:56:00,2023-09-19T22:57:00,1695164160,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695164220,2023-09-19T22:57:00,2023-09-19T22:58:00,1695164220,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695164280,2023-09-19T22:58:00,2023-09-19T22:59:00,1695164280,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695164340,2023-09-19T22:59:00,2023-09-19T23:00:00,1695164340,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695164400,2023-09-19T23:00:00,2023-09-19T23:01:00,1695164400,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695164460,2023-09-19T23:01:00,2023-09-19T23:02:00,1695164460,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695164520,2023-09-19T23:02:00,2023-09-19T23:03:00,1695164520,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
CALABAR_BASE_TANK_1695164580,2023-09-19T23:03:00,2023-09-19T23:04:00,1695164580,42.19,37.98,0.0,0.0,14468.62,13439.04,0.0,0.0
