key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2
OGOJA_GUEST_HOUSE_1693867500,2023-09-04T22:45:00,2023-09-04T22:46:00,1693867500,146.77,190.14,0.0,0.0,58.48,8974.5,0.0,0.0
OGOJA_GUEST_HOUSE_1693867560,2023-09-04T22:46:00,2023-09-04T22:47:00,1693867560,146.77,190.14,0.0,0.0,58.49,8974.5,-0.010000000000005116,0.0
OGOJA_GUEST_HOUSE_1693867620,2023-09-04T22:47:00,2023-09-04T22:48:00,1693867620,146.77,190.14,0.0,0.0,58.51,8974.5,-0.030000000000001137,0.0
OGOJA_GUEST_HOUSE_1693867680,2023-09-04T22:48:00,2023-09-04T22:49:00,1693867680,146.42,190.14,0.35000000000002274,0.0,58.53,8974.5,-0.05000000000000426,0.0
OGOJA_GUEST_HOUSE_1693867740,2023-09-04T22:49:00,2023-09-04T22:50:00,1693867740,146.42,190.14,0.0,0.0,58.54,8974.5,-0.060000000000002274,0.0
OGOJA_GUEST_HOUSE_1693867800,2023-09-04T22:50:00,2023-09-04T22:51:00,1693867800,146.06,190.14,0.3599999999999852,0.0,58.56,8974.5,-0.0800000000000054,0.0
OGOJA_GUEST_HOUSE_1693867860,2023-09-04T22:51:00,2023-09-04T22:52:00,1693867860,145.7,190.14,0.36000000000001364,0.0,58.58,8974.5,-0.10000000000000142,0.0
OGOJA_GUEST_HOUSE_1693867920,2023-09-04T22:52:00,2023-09-04T22:53:00,1693867920,145.7,190.14,0.0,0.0,58.6,8974.5,-0.12000000000000455,0.0
OGOJA_GUEST_HOUSE_1693867980,2023-09-04T22:53:00,2023-09-04T22:54:00,1693867980,145.7,190.14,0.0,0.0,58.61,8974.5,-0.13000000000000256,0.0
OGOJA_GUEST_HOUSE_1693868040,2023-09-04T22:54:00,2023-09-04T22:55:00,1693868040,145.7,190.14,0.0,0.0,58.63,8974.5,-0.15000000000000568,0.0
OGOJA_GUEST_HOUSE_1693868100,2023-09-04T22:55:00,2023-09-04T22:56:00,1693868100,145.7,190.14,0.0,0.0,58.64,8974.5,-0.1600000000000037,0.0
OGOJA_GUEST_HOUSE_1693868160,2023-09-04T22:56:00,2023-09-04T22:57:00,1693868160,145.35,190.14,0.3499999999999943,0.0,58.66,8974.5,-0.17999999999999972,0.0
OGOJA_GUEST_HOUSE_1693868220,2023-09-04T22:57:00,2023-09-04T22:58:00,1693868220,145.35,190.14,0.0,0.0,58.68,8974.5,-0.20000000000000284,0.0
OGOJA_GUEST_HOUSE_1693868280,2023-09-04T22:58:00,2023-09-04T22:59:00,1693868280,145.35,190.14,0.0,0.0,58.7,8974.5,-0.22000000000000597,0.0
OGOJA_GUEST_HOUSE_1693868340,2023-09-04T22:59:00,2023-09-04T23:00:00,1693868340,145.35,190.14,0.0,0.0,58.71,8974.5,-0.23000000000000398,0.0
OGOJA_GUEST_HOUSE_1693868400,2023-09-04T23:00:00,2023-09-04T23:01:00,1693868400,145.35,190.14,0.0,0.0,58.73,8974.5,-0.25,0.0
OGOJA_GUEST_HOUSE_1693868460,2023-09-04T23:01:00,2023-09-04T23:02:00,1693868460,144.99,190.14,0.3599999999999852,0.0,58.74,8974.5,-0.2600000000000051,0.0
OGOJA_GUEST_HOUSE_1693868520,2023-09-04T23:02:00,2023-09-04T23:03:00,1693868520,144.99,190.14,0.0,0.0,58.76,8974.5,-0.28000000000000114,0.0
OGOJA_GUEST_HOUSE_1693868580,2023-09-04T23:03:00,2023-09-04T23:04:00,1693868580,144.63,190.14,0.36000000000001364,0.0,58.78,8974.5,-0.30000000000000426,0.0
OGOJA_GUEST_HOUSE_1693868640,2023-09-04T23:04:00,2023-09-04T23:05:00,1693868640,144.63,190.14,0.0,0.0,58.8,8974.5,-0.3200000000000003,0.0
OGOJA_GUEST_HOUSE_1693868700,2023-09-04T23:05:00,2023-09-04T23:06:00,1693868700,144.63,190.14,0.0,0.0,58.81,8974.5,-0.3300000000000054,0.0
OGOJA_GUEST_HOUSE_1693868760,2023-09-04T23:06:00,2023-09-04T23:07:00,1693868760,144.28,190.14,0.3499999999999943,0.0,58.83,8974.5,-0.3500000000000014,0.0
OGOJA_GUEST_HOUSE_1693868820,2023-09-04T23:07:00,2023-09-04T23:08:00,1693868820,144.28,190.14,0.0,0.0,58.84,8974.5,-0.36000000000000654,0.0
OGOJA_GUEST_HOUSE_1693868880,2023-09-04T23:08:00,2023-09-04T23:09:00,1693868880,143.92,190.14,0.36000000000001364,0.0,58.86,8974.5,-0.38000000000000256,0.0
OGOJA_GUEST_HOUSE_1693868940,2023-09-04T23:09:00,2023-09-04T23:10:00,1693868940,143.56,190.14,0.3599999999999852,0.0,58.88,8974.5,-0.4000000000000057,0.0
OGOJA_GUEST_HOUSE_1693869000,2023-09-04T23:10:00,2023-09-04T23:11:00,1693869000,143.21,190.14,0.3499999999999943,0.0,58.9,8974.5,-0.4200000000000017,0.0
OGOJA_GUEST_HOUSE_1693869060,2023-09-04T23:11:00,2023-09-04T23:12:00,1693869060,143.21,190.14,0.0,0.0,58.91,8974.5,-0.4299999999999997,0.0
OGOJA_GUEST_HOUSE_1693869120,2023-09-04T23:12:00,2023-09-04T23:13:00,1693869120,143.21,190.14,0.0,0.0,58.93,8974.5,-0.45000000000000284,0.0
OGOJA_GUEST_HOUSE_1693869180,2023-09-04T23:13:00,2023-09-04T23:14:00,1693869180,143.21,190.14,0.0,0.0,58.94,8974.5,-0.46000000000000085,0.0
OGOJA_GUEST_HOUSE_1693869240,2023-09-04T23:14:00,2023-09-04T23:15:00,1693869240,143.21,190.14,0.0,0.0,58.96,8974.5,-0.480000000000004,0.0
OGOJA_GUEST_HOUSE_1693869300,2023-09-04T23:15:00,2023-09-04T23:16:00,1693869300,143.21,190.14,0.0,0.0,58.98,8974.5,-0.5,0.0
OGOJA_GUEST_HOUSE_1693869360,2023-09-04T23:16:00,2023-09-04T23:17:00,1693869360,143.21,190.14,0.0,0.0,59.0,8974.5,-0.5200000000000031,0.0
OGOJA_GUEST_HOUSE_1693869420,2023-09-04T23:17:00,2023-09-04T23:18:00,1693869420,143.21,190.14,0.0,0.0,59.01,8974.5,-0.5300000000000011,0.0
OGOJA_GUEST_HOUSE_1693869480,2023-09-04T23:18:00,2023-09-04T23:19:00,1693869480,143.21,190.14,0.0,0.0,59.03,8974.5,-0.5500000000000043,0.0
OGOJA_GUEST_HOUSE_1693869540,2023-09-04T23:19:00,2023-09-04T23:20:00,1693869540,143.21,190.14,0.0,0.0,59.04,8974.5,-0.5600000000000023,0.0
OGOJA_GUEST_HOUSE_1693869600,2023-09-04T23:20:00,2023-09-04T23:21:00,1693869600,143.21,190.14,0.0,0.0,59.06,8974.5,-0.5800000000000054,0.0
OGOJA_GUEST_HOUSE_1693869660,2023-09-04T23:21:00,2023-09-04T23:22:00,1693869660,143.21,190.14,0.0,0.0,59.08,8974.5,-0.6000000000000014,0.0
OGOJA_GUEST_HOUSE_1693869720,2023-09-04T23:22:00,2023-09-04T23:23:00,1693869720,143.21,190.14,0.0,0.0,59.1,8974.5,-0.6200000000000045,0.0
OGOJA_GUEST_HOUSE_1693869780,2023-09-04T23:23:00,2023-09-04T23:24:00,1693869780,143.21,190.14,0.0,0.0,59.11,8974.5,-0.6300000000000026,0.0
OGOJA_GUEST_HOUSE_1693869840,2023-09-04T23:24:00,2023-09-04T23:25:00,1693869840,142.85,190.14,0.36000000000001364,0.0,59.13,8974.5,-0.6500000000000057,0.0
OGOJA_GUEST_HOUSE_1693869900,2023-09-04T23:25:00,2023-09-04T23:26:00,1693869900,142.49,190.14,0.3599999999999852,0.0,59.14,8974.5,-0.6600000000000037,0.0
OGOJA_GUEST_HOUSE_1693869960,2023-09-04T23:26:00,2023-09-04T23:27:00,1693869960,142.49,190.14,0.0,0.0,59.16,8974.5,-0.6799999999999997,0.0
OGOJA_GUEST_HOUSE_1693870020,2023-09-04T23:27:00,2023-09-04T23:28:00,1693870020,142.49,190.14,0.0,0.0,59.18,8974.5,-0.7000000000000028,0.0
OGOJA_GUEST_HOUSE_1693870080,2023-09-04T23:28:00,2023-09-04T23:29:00,1693870080,142.49,190.14,0.0,0.0,59.2,8974.5,-0.720000000000006,0.0
OGOJA_GUEST_HOUSE_1693870140,2023-09-04T23:29:00,2023-09-04T23:30:00,1693870140,142.14,190.14,0.35000000000002274,0.0,59.21,8974.5,-0.730000000000004,0.0
OGOJA_GUEST_HOUSE_1693870200,2023-09-04T23:30:00,2023-09-04T23:31:00,1693870200,142.14,190.14,0.0,0.0,59.23,8974.5,-0.75,0.0
OGOJA_GUEST_HOUSE_1693870260,2023-09-04T23:31:00,2023-09-04T23:32:00,1693870260,142.14,190.14,0.0,0.0,59.24,8974.5,-0.7600000000000051,0.0
OGOJA_GUEST_HOUSE_1693870320,2023-09-04T23:32:00,2023-09-04T23:33:00,1693870320,141.78,190.14,0.3599999999999852,0.0,59.26,8974.5,-0.7800000000000011,0.0
OGOJA_GUEST_HOUSE_1693870380,2023-09-04T23:33:00,2023-09-04T23:34:00,1693870380,141.78,190.14,0.0,0.0,59.28,8974.5,-0.8000000000000043,0.0
