original_filename,page,file_url,platform_link,starts,text,hours,asset_id,hours_num
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F21ec21a9-3f42-460b-9880-504fb1ba381c%2F98-15_42_34.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/30306f0f-a7c3-4a95-a9d9-224cb083f5ac.jpeg?expires=1711738818&or=0&s=ce9f72c16bdca7da14c17f2536592a5d,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/fbe4872d-ed30-11ee-ba48-52f8dd295e24,1083,"Engine  Run   Time
				 992h  46m							 A
   1083 Start ( s )",992h 46m,,992
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F21ec21a9-3f42-460b-9880-504fb1ba381c%2F5_2-15_41_1.jpeg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/272ff548-4ebf-478b-820e-cbef868abfdb.jpeg?expires=1711738818&or=0&s=8cfc265fadf9a3a2e7313d743808e7ad,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/fb929739-ed30-11ee-a8d2-4e69b49d15d5,2803,Deep Sea Electronics Engine Run Time 3128h27m 2803 Start ( s ) . AUTO ER NE IS TROLLED START,3128h27m,,3128
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d43558-6f16-4ab4-9805-8ace4e6878b1%2FWhatsApp_Image_2024-01-24_at_10.38.41_5e71bd6e-15_0_1.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/c756e32c-e16b-4229-8658-8fd5f87aaf54.jpeg?expires=1711738818&or=0&s=08df642766a48e7d523949d7f32fb574,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/f9bd7b80-ed30-11ee-ba2e-52f8dd295e24,2760,lectronics Engine Run Time 6373h 5m 2760 Start ( s ) AUTO,6373h 5m,,6373
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d43558-6f16-4ab4-9805-8ace4e6878b1%2FWhatsApp_Image_2024-01-24_at_10.00.40_7c09db33-15_10_47.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/26ab06d5-2699-4fab-873e-4226453cde4d.jpeg?expires=1711738818&or=0&s=6cb39b133e3c90b6ddeb54d58892510e,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/f922d20a-ed30-11ee-ba21-52f8dd295e24,,( m ) 751793 UNHCR B DSE Deep Sea Electronics 736h 12m O TAUTO Stop Auto Start,736h12m,751793,
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d43558-6f16-4ab4-9805-8ace4e6878b1%2FWhatsApp_Image_2024-01-24_at_10.00.40_7c09db33-15_10_47.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/26ab06d5-2699-4fab-873e-4226453cde4d.jpeg?expires=1711738818&or=0&s=6cb39b133e3c90b6ddeb54d58892510e,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/f922d20a-ed30-11ee-ba21-52f8dd295e24,,( m ) 751793 UNHCR B DSE Deep Sea Electronics 736h 12m O TAUTO Stop Auto Start,736h12m,751793,736
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d43558-6f16-4ab4-9805-8ace4e6878b1%2FWhatsApp_Image_2024-01-23_at_10.25.06_f4923ea4-15_26_4.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/7376dd12-e36e-466e-8eae-e929323e2a7d.jpeg?expires=1711738818&or=0&s=c534c4120f28322722995e09c79ea748,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/f7f84d70-ed30-11ee-ba19-52f8dd295e24,1415,DSE Deep Sea Electronics Engine Run Time 2821h 18m 1415 Start ( s ),2821h 18m,,2821
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d43558-6f16-4ab4-9805-8ace4e6878b1%2FIMG_3560-15_53_32.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/07115b05-3e10-415c-9cab-718658f3e821.jpeg?expires=1711738818&or=0&s=3e600e846e3a557193c88709d902fb86,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/f7e9e7c4-ed30-11ee-9c66-4aca75adb6cb,,"BRHA . UNHCR . IT . 01046

TEKSAN T T T
GENERATOR

885 998 . ALARMS

B OIL PRESS . 1 CO
LEV
点 HIGH TEMP . * BATT
A- 長 L SPEED 0 CHAR
FAULT FAIL
表 HIGH OIL + * RECTIF
TEMP .
START FAIL + EMERG
Hz STOP FAIL STOP
טין LOW FUEL J1939 ECU FAIL
kW E A
At OVERLOAD SPARE
rpm Vdc VN VOLTAGE * SERVICE
REQUEST
O
A

MENU TEST RUN AUTO STOP

OP",,,
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d43558-6f16-4ab4-9805-8ace4e6878b1%2FIMG_3558-14_40_38.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/f404778f-4e94-4fa5-91e2-df2df9901f4c.jpeg?expires=1711738818&or=0&s=a13a78bed0de4e04b29ed53af7b6e5e7,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/f78f3383-ed30-11ee-a447-221e535af36b,,Generator Controller Model 720 DAQCN® 00668 h ! K vt T KKK THE HOURMETER V ↓ - AUTO CONTROL MODULE EMERGENCY STOP,,,
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d43558-6f16-4ab4-9805-8ace4e6878b1%2FIMG_3557-14_36_9.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/e612ca6f-80b5-4b6b-90ef-a0aff3d8cd39.jpeg?expires=1711738818&or=0&s=e449be09864baa924e0a059138adccaf,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/f536520a-ed30-11ee-97dc-161cfd66d21b,,DSE Deep Sea Electronics 3484h 18m O AUTO I Stop Auto Start,3484h18m,,3484
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d43558-6f16-4ab4-9805-8ace4e6878b1%2FIMG_3546-15_42_41.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/1c8b6668-0521-489f-92fc-6fbb17b82872.jpeg?expires=1711738818&or=0&s=c0d7fe38892ddaf42a3cd2b092854fae,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/f3e72ba3-ed30-11ee-a42c-221e535af36b,,Generator Controller   Model 710 |||| 02  4674 ! K + m AUTO,,,
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d43558-6f16-4ab4-9805-8ace4e6878b1%2FIMG_3553-14_28_40.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/99c0320e-e58e-49df-a992-68bd5f40fc75.jpeg?expires=1711738818&or=0&s=76f99c74a1cfc3037e28a67ad47daa9d,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/f3ddfa95-ed30-11ee-b9f5-52f8dd295e24,2117,"ep Sea Electronics

Engine  Run  Time
4093h  37m
2117  Start ( s )

dm
AUTO",4093h 37m,,4093
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d43558-6f16-4ab4-9805-8ace4e6878b1%2FIMG_3521-16_6_58.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/d9d9999a-ad54-44dc-b12f-659508fe1289.jpeg?expires=1711738818&or=0&s=3723f21dd4ca46da34cb170fef200830,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/f3418d69-ed30-11ee-a429-221e535af36b,5179,OSE Deep Sea Electronics Engine Run Time 7594h 5m 5179 Start ( s ) O AUTO in U.K,7594h 5m,,7594
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d43558-6f16-4ab4-9805-8ace4e6878b1%2FIMG_3520-15_45_58.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/6175cd14-84d3-436b-8907-2ac2d6eb4ede.jpeg?expires=1711738818&or=0&s=54a6ef2aba1b864a539318eda609bfe9,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/ef2f1b77-ed30-11ee-9799-161cfd66d21b,991,E Deep Sea Electronics Engine Run Time 579h 22m 991 Start ( s ) LAUTO +,579h 22m,,579
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d43558-6f16-4ab4-9805-8ace4e6878b1%2FIMG_3519-15_50_42.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/ea7a5ac6-1207-4e33-95c1-7cedbf029182.jpeg?expires=1711738818&or=0&s=c7bd67173639bc22c11d1224f0c1016c,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/ef062207-ed30-11ee-9bf2-4aca75adb6cb,2591,SE Deep Sea Electronics Engine Run Time Shah làm 2591 start ( s ) AUTO I .K .,5680h18m,,5680
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d43558-6f16-4ab4-9805-8ace4e6878b1%2FIMG_3492-16_3_24.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/15ec2f5f-6086-4507-a889-c8f988aa4d78.jpeg?expires=1711738818&or=0&s=ae2a969d9ea5bb202f109550fc59bba0,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/ed94e091-ed30-11ee-a85b-4e69b49d15d5,,DSE Deep Sea Electronics 1733 E A 18 . O AUTO in U.K. +,1733h10m,,1733
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d43558-6f16-4ab4-9805-8ace4e6878b1%2Ff6ce1399-9ecd-4551-9d4f-4f9726ced05f-14_50_18.JPG,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/3ee37e4c-a7de-4c5b-a94f-0ec8d522eba3.jpeg?expires=1711738818&or=0&s=99bdccf26a6155a0d5f8a3a2d2591346,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/ececf633-ed30-11ee-9774-161cfd66d21b,,DSE Deep Sea Electronics 5122n 30 %,5122h30m,,5122
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d43558-6f16-4ab4-9805-8ace4e6878b1%2Fedfa5a02-6aff-4965-aae8-97c84b5671eb-15_32_55.JPG,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/0dff88e8-e9db-4dde-b26e-f217798621ba.jpeg?expires=1711738818&or=0&s=b3e335c81b0fa1415f95b9e7a95d8d74,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/eaa3a542-ed30-11ee-9764-161cfd66d21b,,"EP SEA ELECTRON

2718h
6T

LAUTO",2718h6m,,2718
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d43558-6f16-4ab4-9805-8ace4e6878b1%2F672d5557-e49a-48b8-b915-62cdbdaffea9-15_16_26.JPG,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/0c73f784-5bb0-434b-997d-88ad426bd67b.jpeg?expires=1711738818&or=0&s=75dfb0175edf469256f0e7bc4b1e0afa,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/e7804d62-ed30-11ee-b668-52f8dd295e24,,DSE Deep Sea Electronics 5392h 14m AUTO,5392h14m,,5392
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d9c8ff-3e64-422a-98ac-146098a3579f%2F20240228_164317-17_7_10.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/df15e600-fc4c-4e7b-9505-ef13f26eb18c.jpeg?expires=1711738818&or=0&s=8ae267b0e5de9b6f879360e276f6faae,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/e7661c8f-ed30-11ee-9bb0-4aca75adb6cb,,"AWARNING DO NOT START THIS MACHINE UNDER LOAD DSE Deep Sea Electronics IMPORTANT "" CHECK DAILY "" 1.Radiator water level . 1 . 2.Reserve tank water level . L2N V ( Important ) A 50/50 Anti- freeze / water mixture is recommended 2 . L3N 3.Engine oil level . HIGH 2 ( LOW ) O CAUTION To avoid damage OIL LEVEL GAUGE , it is Important to keep the oil level within the L O mark and H mark before AUTO starting the engine . AGG015 Made in U.K. t Power Switch Alarm Indication EMERGENCY B ABB SACE Tmax on O off 4143 A WARNING DO NOT MANIPULATE THE GENSET WITH THE SWITCH ON Danger High voltage A00212 Operating Instructions Before starting 1 Read Operator Manual 2. Check level unit 3.Check ground und 4. Check all fluid levels Check engine cooling fan and rep degree of ghes Check all pipes to ensure no leakage 7. Check battery pole bo ensure no SAFETY INSTRUCTIONS A WARNING Manual starting for key start panel 1.Disconnect all estemal kas ENGINE EXHAUST 2.Tum 3ect on the pow peration this ch the Pre heat the machine Hood Country ba Turn Emergency Stop button to ON posbon WARNING 6 burn the key to ON position This Automatic start and emote start ELECTION SPROCK HAZARD Lied Operator a Manuel Shopping AWARNING WARNING LDconnect ell esterat Asads 2 hum the key to or potion Av automatic act e remote start machine press the STOP button ELECTRIC SHOCK AT COOLING FINS 3 Nel tank ENE",,,
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d9c8ff-3e64-422a-98ac-146098a3579f%2F20240228_164212-17_9_37.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/3be1cd38-e1b9-4c63-8f67-9be5f0497797.jpeg?expires=1711738818&or=0&s=403c9823466e62fa41375523f9a40338,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/e6adbb7a-ed30-11ee-a089-221e535af36b,,QA AWARNING DSE Please remove 0.0 Hz Red bracket before running the gen - set O AUTO I ABB Formula Made in U.K. DANGER THIS MACHINE CONTROLLED IS REMOTELY AND MA WARN START G WITHOUT L 16 SERVICIO 25/4/2023 NEXT SERVICE 7-954 SIRUVE AT - 3225 1204 Has ſeat ſellere tes . 2 200KVA,,,
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d9c8ff-3e64-422a-98ac-146098a3579f%2F20231113_113542-16_7_54.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/c3190f8b-9ac6-4a57-a18c-b1863fcbe3f1.jpeg?expires=1711738818&or=0&s=a0ac5c4c87318490d33f2e6480da242e,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/e4e02e47-ed30-11ee-a4f9-4e69b49d15d5,1443,"UNHCR The Uk Agy GENERATOR SERVICES OPE GENERATOR SERVICES SCHEDULE 1st 2nd Date Service Next Service Name of Services Services service of tours Technician 1. Stop or warm Engine 2. Drai oil and refil 3. Teplace filter 4. Replace fuel filter Check raditor , Top up with anti - corrosion 5. Replace or blow air cleane 7. Check and tighten any loo L component 8. Grease battery terminals a'd check electrolyte 9. Start engine and analys performance 10. Check al gauges 11. Check voltage and cur ent 12. Stop and check ol anc fuel leaks 13. Clean the gene alor DSE Deep Sea Electronics Engine Run Time ABB C32 2037 1702h 5m 1443 Start ( s ) AUTO Made in U.K. A A WARNING QA DANGER THIS MACHINE REMOTELY CONTROLLED IS AND MAY START WITHOUT WARNING DATE 1533 19/06 200 20KVA UNHCR Checked Changed Engine Oll ✓ Oll Fitter Air Cleaner Element Gear Box OI Fuel Filter Spark Plug % Brake Fluid Radianor Water Level puburyo Greasing 1 Power Steering Fluid x Battery Water Levell Transmission Cill HOZZ 0 GATAGESTATION NAME NEXT SERVICE 1783 MECHANIC MALED ROMBOR SERVICE CARD 9149 copic",1702h 5m,,1702
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F10d9c8ff-3e64-422a-98ac-146098a3579f%2F20221108_103331-17_52_19.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/944eb895-bf3b-4c61-8331-05b1897e05f2.jpeg?expires=1711738818&or=0&s=0f6d54818b673627a00d3f49bb7f2cd3,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/e3dcd283-ed30-11ee-9737-161cfd66d21b,,"WARNING

A

Available DSE Generator

1 A
239 Y
L - N
50.7 Hz
414 Y
L - L
0.74 Ld
1 kW

O

AUTO

Made in U.K.

DANGER

MACHINE IS
THIS
CONTROLLED
REMOTELY
MAY START
AND
WARNING
WITHOUT

NEKAR TA DATE 22/09 2002
AIRD Bokia - hiof - fame
RELIEF DEVELOPMEN UNHCR
&
GENERATOR SERVICES SCOPE GENERATOR SERVICES SCHEDULE
Services Services 2nd 402 9 Service Next Service Name
Service hours Technician
1. Stop or warm Engine
2. Drain oll and refill
3. Replace Oil filter
4. Replace fuel filter
S. Check raditor , Top up
with anti - corrosion
6. Replace or blow air cleaner
7. Check and tighten any loase
component 25
8. Grease battery terminals and
check electrolyte
9. Start engine and analyse
performance Mileage
10. Check all gauges 3047
11. Check voltage and current ABB
12. Stop and check oll and
fuel leaks
13. Clean the generator UNHCR
James * LAGE Changed
FOREMAN & 2314l2033 DATE
30kw",,,
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F8ec47abf-0428-42e9-882a-e3dcfcda856a%2FIMG-20240102-WA0117-16_10_34.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/6677bb80-7ba4-4de4-a9f3-88ac25c96a04.jpeg?expires=1711738818&or=0&s=ed5ab5328ee42588fff3186cdbfcbcd0,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/e3701db6-ed30-11ee-a4c2-4e69b49d15d5,,1 kPa 16 ° C 12.6 V 0 rpm 347.8 hrs STOPPED AC ENGINE MAIN MENU .1,347.8,,347.8
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F8ec47abf-0428-42e9-882a-e3dcfcda856a%2FIMG-20240102-WA0046-14_39_23.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/7e78af86-ee6e-4314-9ce0-a032a9c0a6fe.jpeg?expires=1711738818&or=0&s=4253d5f5bff10df2c6247c38958b759a,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/e2a9afd7-ed30-11ee-9b8b-4aca75adb6cb,,CA বন্ধ ACK RESET EVENT LOG 0 kPa 40 ° C 13.1 0 rpm 915.0 hrs STOPPED RUN AUTO STOP AC ENGINE MAIN MENU OK,915,,915
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F8ec47abf-0428-42e9-882a-e3dcfcda856a%2FIMG-20240102-WA0035-13_50_3.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/7533a3f6-f6e7-4d6f-8bca-5aaafd30c57d.jpeg?expires=1711738818&or=0&s=01fb68e976c4c2d5274e52254bc9db2c,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/e21b1451-ed30-11ee-a06a-221e535af36b,,410 kPa 74 ° C 14.3 V 1502 rpm 1102.3 hrs RUNNING AC ENGINE MAIN MENU,1102.3,,1102.3
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F8ec47abf-0428-42e9-882a-e3dcfcda856a%2FIMG-20240102-WA0023-13_21_3.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/f7641c33-159a-47a5-a03a-496b82e1e1a1.jpeg?expires=1711738818&or=0&s=aa6807331b21056dfafb829f4b4fb9d5,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/e1c9427b-ed30-11ee-b5e6-52f8dd295e24,,CA ACK RESET EVENT LOG 0 kPa 70 ° C 13.77 0 rpm 1300.3 hrs STOPPED RUN AUTO STOP N AC ENGINE MAIN MENU OK EMCP 4.1,1300.3,,1300.3
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F8ec47abf-0428-42e9-882a-e3dcfcda856a%2FIMG-20240102-WA0022-12_42_9.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/0439066f-7908-44f0-b3b7-376617eab2b7.jpeg?expires=1711738818&or=0&s=7a65c65822fb662e1db2138eefcd1a0f,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/ded4c0d1-ed30-11ee-a096-4e69b49d15d5,,AC 600 kPa 46 ° C 13.7 V 0 rpm 3563.6 hrs STOPPING RUN as MAIN MENU,3563.6,,3563.6
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F8ec47abf-0428-42e9-882a-e3dcfcda856a%2FIMG-20240102-WA0002-12_22_2.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/ab7fbfeb-b96e-4279-b354-39098271594a.jpeg?expires=1711738818&or=0&s=dc5a8cc2cbf64c7c4efb82cafc881572,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/de56e2d1-ed30-11ee-9b75-4aca75adb6cb,,CAT CA ACK RESET EVENT LOG 0kPa 45 ° C 13.8 N 0 rpm 2373.4 hrs STOPPED RUN AUTO STOP AC ENGINE MAIN MENU OK EMCP 4.1 A A ہے کرنا بند کو بریکر AL Δ,2373.4,,2373.4
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F8cdae00b-999c-404f-a266-7dc5329a655f%2FIMG-20231220-WA0018-12_11_6.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/606d3c3e-4278-4fa2-a831-a44233d5e295.jpeg?expires=1711738818&or=0&s=a09ba13edba71a57ab669786afd1ea68,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/ddabdf20-ed30-11ee-a033-221e535af36b,,DEIP Gen - Set Controller GG - 1F AMF M L1 - L2 Load IIII Transfer 389V Alarm Power M L2 - L3 390V Low water level M L3 - L1 393V Low Oil Pressure MT L1 49.8Hz ESC Remote Start AUT TEST MAN,,417391,
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F8bd4bbe4-006a-4ed0-a9ae-df343416b625%2FIMG20240115095526-10_10_39.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/485bd974-f4d9-4835-89f1-9a9eaa64354b.jpeg?expires=1711738818&or=0&s=5475749d2ad87e6794c7b4d24bd14a32,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/dda8301e-ed30-11ee-a091-4e69b49d15d5,,DSE Deep Sea Electronics ALIN 232V L2N 233v A L3N 232y 士 O AUTO Made in U.K. +,,,
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F7cb473bd-6311-4662-8fb7-0d8267bd9d8b%2FWhatsApp_Image_2023-12-19_at_15.47.00-15_49_37.jpeg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/e2a146cd-85ac-4ce4-8111-a11d204b8382.jpeg?expires=1711738818&or=0&s=a1aa1382c0f7f99c2817a37a6a217110,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/da6104dd-ed30-11ee-9f41-221e535af36b,,APM OB 8815 kWh CE 3780.9 h OLB 2835 ALARMI RUN Hz STOP AUTO START,3780.9,,3780.9
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F6cbb2f57-17b1-4c7a-9788-758c834fd5b4%2FWhatsApp_Image_2023-12-29_at_18.09.43_fb080a83-12_7_30.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/ced8050b-974e-4ca9-aa67-14a3e3fdb44e.jpeg?expires=1711738818&or=0&s=6a43e9e14b58c5cbb36d6d88575a969d,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/da39a767-ed30-11ee-9b54-4aca75adb6cb,,DSE Deep Sea Electronics 1697 3m ( 0 14444 Galaxy A73 5G 00 O,1697 3m,,1697
media_file=fifield%2Fattachments%2Fb0b534743414482c9addd247d3ca241e%2F6cbb2f57-17b1-4c7a-9788-758c834fd5b4%2FWhatsApp_Image_2023-12-19_at_12.54.45_fb543d12-12_5_31.jpg,0,https://nnts.imgix.net/uploadedfiles/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/PredictionImages/75713b6b-4623-49f7-95d4-bfeab2b0c334.jpeg?expires=1711738818&or=0&s=5a7a3e81adebc6c3b254a2ff8ce9728b,https://app.nanonets.com/#/ocr/test/569ee93f-19d2-4d64-9584-e3e57a6d5cc9/da1530ac-ed30-11ee-96cb-161cfd66d21b,,"1 Aydan  uzun aore jeneratoron kullanilmaycagi durumlarda jeneratorler kullanma kilavuzunda  belirtildigi  sekilde depolanmalidir . 1 Aydan uzun  sureli jeneratoro kullanmadiginiz zaman jenerator calistirilirken kullanma kilavuzundaki  onlemler alinmalidir . When the genset will not be used for over a  month , it must be stored according  to recommendations which are given in  manual Anytime your genset is not used for over a  month ,  during first start please comply recommendations that are given in manual ETK - 311 DSE    Deep  Sea Electronics 759h 15 1 AUTO Made in  U.K. 800940 UNHCR GENERATING CITY ELECTRICITY aksa POWER GENERATION",759h 15m,800940,759
